time,obj,status,MM_Var,MM_loss,NSW,Total_Var,n,gap,d,rank,Loss0,Var0,Best0,Loss1,Var1,Best1,Loss2,Var2,Best2
0.20150089263916016,6.5118923634287,optimal,4.986878268143369,-0.2138358392940134,6.511892363344184,19.938364029874585,23,1.938487515059941e-08,1,1,-0.015463922807998465,6.758531541732471,6.773995464540469,-0.2138358392940134,4.986878268143369,5.200714107437382,-0.2036945888288848,8.192954219998743,8.396648808827628
0.22649812698364258,10.081558594662088,optimal,8.954993936175331,-0.29747732513794034,10.081558593569792,30.350825511988543,23,4.305304716231839e-08,2,2,-0.038941886842184914,10.843656810407428,10.882598697249612,-0.08959728813954015,8.954993936175331,9.044591224314871,-0.29747732513794034,10.552174765405784,10.849652090543724
0.16250228881835938,11.65074209817349,optimal,10.313645318740704,-0.5448281375767401,11.650742096235852,35.08702674519183,23,4.581007470905463e-08,3,3,-0.06601586673848736,12.690890856073924,12.756906722812412,-0.2589818043257246,10.313645318740704,10.572627123066429,-0.5448281375767401,12.0824905703772,12.62731870795394
0.6815123558044434,13.043185444283722,optimal,11.774253201225825,-0.6413543125029921,13.043185444048298,39.23671475824067,23,6.757956810353019e-09,4,4,-0.06918270891741862,14.026817699512907,14.096000408430326,-0.2547284960042546,11.774253201225825,12.02898169723008,-0.6413543125029921,13.43564385750194,14.076998170004932
0.768996000289917,14.122224069232322,optimal,12.581800830057173,-0.5859796104541228,14.122224068295242,42.50616490372734,23,2.132980432182967e-08,5,5,-0.09910259076763417,15.071963120580662,15.171065711348296,-0.48352655931992317,12.581800830057173,13.065327389377096,-0.5859796104541228,14.852400953089505,15.438380563543628
0.20799970626831055,15.129810305105556,optimal,13.593233565797831,-0.6755613007916974,15.12981030260721,45.5180624639447,23,5.80776285288631e-08,6,6,-0.10499098283516162,16.06936265898898,16.17435364182414,-0.33741008931144023,13.593233565797831,13.930643655109272,-0.6755613007916974,15.855466239157893,16.53102753994959
0.19550395011901855,16.054145400077843,optimal,14.099761203542302,-0.6285478395945194,16.05414539893856,48.36228632744378,23,2.4876989710275522e-08,7,7,-0.1010133364712189,16.991458244304297,17.092471580775516,-0.6285478395945194,14.099761203542302,14.728309043136822,-0.2627724058421208,17.27106687959719,17.53383928543931
0.2259972095489502,16.77928093146924,optimal,14.790045078854522,-0.618359255909855,16.779280931045864,50.53859372425876,23,1.1839406611456713e-08,8,8,-0.264219067847943,17.594649940441002,17.858869008288945,-0.618359255909855,14.790045078854522,15.408404334764377,-0.34803153591879266,18.15389870496324,18.501930240882032
0.19959354400634766,17.446195973657876,optimal,15.4517392218143,-0.4879019921153862,17.44619597325477,52.53154151218505,23,9.054646898377448e-09,9,9,-0.3106263423404414,18.273083947071193,18.583710289411634,-0.4879019921153862,15.4517392218143,15.939641213929686,-0.4072582220209533,18.806718343299558,19.21397656532051
0.46650218963623047,18.095682780336247,optimal,16.029237115775715,-0.43146954857329334,18.09568277835212,54.48566883234764,23,3.3897999028048106e-08,10,10,-0.2838294424236807,18.99135146665092,19.2751809090746,-0.43146954857329334,16.029237115775715,16.460706664349008,-0.37238911184183365,19.465080249921005,19.83746936176284
