time,obj,status,MM_Var,MM_loss,NSW,Total_Var,n,gap,d,rank,Loss0,Var0,Best0,Loss1,Var1,Best1,Loss2,Var2,Best2,Loss3,Var3,Best3,Loss4,Var4,Best4,Loss5,Var5,Best5
0.1914997100830078,6.496218214197146,optimal,4.455470553547135,-0.41209838653907216,6.496218217014864,39.804637675039444,23,3.6658229954825354e-08,1,1,-0.02118303283443268,6.999777992970191,7.020961025804624,-0.07159372660345742,5.714649005148009,5.786242731751466,-0.296927372526703,7.459821477281359,7.756748849808062,-0.04100095416820171,6.567167161792086,6.608168115960288,-0.41209838653907216,4.455470553547135,4.867568940086207,-0.2326856204646628,8.607751484300666,8.840437104765329
0.1840043067932129,10.090604046431302,optimal,8.223976544958798,-1.3522823327566513,10.09060404772268,60.84840352137111,23,2.1649337334090308e-08,2,2,-0.04368304390522226,11.376595121951944,11.420278165857166,-0.20331881852894185,9.918691043287378,10.12200986181632,-1.3522823327566513,10.07865667878086,11.430939011537511,-0.09660511265846061,10.444377950359357,10.540983063017817,-0.18063815740493538,8.223976544958798,8.404614702363734,-0.22695162267277524,10.80610618203278,11.033057804705555
0.18700098991394043,11.673895119082012,optimal,9.831474675643395,-1.214151055137858,11.673895119581388,70.35274766628373,23,6.019698025124846e-09,3,3,-0.14776085462851363,12.790514578928352,12.938275433556866,-0.9605067113764498,10.764468226106487,11.724974937482937,-1.214151055137858,12.429565330092311,13.643716385230169,-0.16622913535228712,12.552901507369896,12.719130642722183,-0.4839835129392007,9.831474675643395,10.315458188582596,-0.4329128785084375,11.983823348143288,12.416736226651725
0.22401213645935059,13.08843307685196,optimal,11.217149857094217,-1.4837787214743479,13.088433078659175,78.80037369003679,23,2.28923876542032e-08,4,4,-0.16299422157558396,14.186022941224294,14.349017162799878,-0.36507625647825925,12.326193848186936,12.691270104665195,-1.4837787214743479,14.06816052337797,15.551939244852317,-0.17290634995407572,13.82051742117585,13.993423771129926,-0.5398476068242726,11.217149857094217,11.75699746391849,-0.4878443498934981,13.182329098977528,13.670173448871026
0.557997465133667,14.184695722652666,optimal,12.30133031471495,-1.282434684908866,14.184695723306081,85.46247443413915,23,1.0732671091187911e-08,5,5,-0.13517188614666686,15.229071641845993,15.36424352799266,-0.601023834313418,12.87931908468499,13.480342918998408,-1.282434684908866,15.928612782368505,17.21104746727737,-0.14947151207776166,14.891612467568823,15.041083979646585,-0.4101278928970622,12.30133031471495,12.711458207612012,-0.5561458794224023,14.232528142955903,14.788674022378306
0.599001407623291,15.146747147307682,optimal,12.794221741893896,-0.8445084574551647,15.146747147762392,91.48194053600749,23,6.475868543346944e-09,6,6,-0.10776388802667825,16.23630382114414,16.34406770917082,-0.8445084574551647,13.401904873800959,14.246413331256123,-0.5010411690004055,17.99604601228804,18.497087181288446,-0.16169236418220656,15.748405985196998,15.910098349379204,-0.6920184126310929,12.794221741893896,13.486240154524989,-0.44905676163758024,15.305058101683453,15.754114863321034
0.6440019607543945,15.877718603692248,optimal,13.44740418425452,-0.7951482351084742,15.877718606067512,95.88731293399279,23,3.3215049856877894e-08,7,7,-0.3317148986900236,16.853646321927556,17.18536122061758,-0.7951482351084742,14.060136293870075,14.85528452897855,-0.7755553732099045,18.930314752340898,19.705870125550803,-0.29482064938039443,16.392710393615115,16.68753104299551,-0.6751537711060038,13.44740418425452,14.122557955360524,-0.414224105947131,16.20310098798463,16.61732509393176
0.2155013084411621,16.577408373685042,optimal,14.086669853306384,-0.6616574769972594,16.577408375989393,100.10255638317796,23,2.999593280258806e-08,8,8,-0.3653014811584008,17.578707639216987,17.944009120375387,-0.5938333210801456,14.823363196680212,15.417196517760358,-0.6616574769972594,19.902568426171033,20.564225903168293,-0.3471585651479181,17.01937034296352,17.366528908111437,-0.6014949271827703,14.086669853306384,14.688164780489155,-0.5838049307460018,16.691876924839804,17.275681855585805
0.21347832679748535,17.237173810427464,optimal,14.662153714239048,-0.6798402349204338,17.237173810808006,104.07699613995347,23,6.459608536027122e-09,9,9,-0.353430823785704,18.300429513517482,18.653860337303186,-0.4727740204785036,15.457294516684968,15.930068537163471,-0.6798402349204338,20.672687544830495,21.35252777975093,-0.2938840770847051,17.73364880003382,18.027532877118524,-0.49367547907239206,14.662153714239048,15.15582919331144,-0.5670658276561689,17.250782050647647,17.817847878303816
0.20599603652954102,17.849149541235754,optimal,15.240043194676106,-0.7650148404126291,17.849149542039164,107.74943475953413,23,1.5930702885504843e-08,10,10,-0.35231191484668756,19.003539999266543,19.35585191411323,-0.3653008817793797,16.035985011098735,16.401285892878114,-0.7650148404126291,21.31519152251027,22.080206362922898,-0.22412742149345988,18.434278213013695,18.658405634507155,-0.3675079286208298,15.240043194676106,15.607551123296936,-0.6150853566411598,17.720396818968787,18.335482175609947
0.2214956283569336,18.412261519299026,optimal,15.672220936975677,-0.7174432201009076,18.41226151956163,111.1374208989935,23,4.591817999352359e-09,11,11,-0.22705636181993682,19.75783849955479,19.984894861374727,-0.15893057191737014,16.65140905500702,16.81033962692439,-0.7174432201009076,21.85556620715429,22.573009427255197,-0.18702609199849363,19.068275179741278,19.25530127173977,-0.35197245617602135,15.672220936975677,16.024193393151698,-0.6295674273306133,18.13211102056045,18.761678447891065
